City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
468,Gorontalo,ID,0.54,123.06,88.34,47,37,7.11,scattered clouds
469,Pokrovka,KG,42.34,78.01,45.54,57,84,3.24,broken clouds
470,Fort Payne,US,34.44,-85.72,68.0,72,1,6.93,clear sky
471,Key Largo,US,25.09,-80.45,78.01,87,93,15.99,heavy intensity rain
472,Moletai,LT,55.23,25.42,33.01,90,90,3.36,fog
473,Mulatupo,PA,8.95,-77.77,74.48,86,52,9.71,broken clouds
474,Santa Cruz,BO,-17.8,-63.17,75.2,73,0,3.36,smoke
475,Half Moon Bay,US,37.46,-122.43,48.2,81,1,5.82,clear sky
476,Saryozek,KZ,44.36,77.98,38.21,77,100,3.58,overcast clouds
477,Sangar,RU,63.92,127.47,-13.86,88,4,3.91,clear sky
478,Goias,BR,-15.58,-49.64,68.86,86,92,3.2,overcast clouds
479,Lazaro Cardenas,MX,17.96,-102.2,75.45,89,6,2.98,clear sky
480,Luderitz,NA,-26.65,15.16,61.93,52,0,27.16,clear sky
481,Rochester,US,43.15,-77.62,54.0,73,0,3.0,clear sky
482,Lakes Entrance,AU,-37.88,147.98,71.01,62,0,5.01,clear sky
483,Desna,UA,50.93,30.76,46.0,100,93,4.47,overcast clouds
484,Okhotsk,RU,59.38,143.3,7.45,88,23,19.77,few clouds
485,Castelfiorentino,IT,43.61,10.97,51.01,100,0,1.12,fog
486,Belmonte,BR,-15.86,-38.88,73.4,88,40,3.36,scattered clouds
487,Port Augusta,AU,-32.5,137.77,90.0,20,99,6.93,overcast clouds
488,Vigrestad,NO,58.57,5.7,42.01,93,0,2.24,clear sky
489,Camopi,GF,3.17,-52.32,70.48,97,12,2.13,few clouds
490,Diffa,NE,13.32,12.61,70.27,35,6,8.14,clear sky
491,Yima,CN,34.74,111.88,66.02,26,25,4.97,scattered clouds
492,El Rosario,MX,24.26,-107.18,77.0,78,20,3.31,few clouds
493,Mapastepec,MX,15.43,-92.9,75.65,81,22,3.33,few clouds
494,Arequipa,PE,-16.4,-71.53,54.73,44,0,0.67,clear sky
495,Clarence Town,AU,-32.58,151.78,68.0,49,20,11.41,few clouds
496,Calabozo,VE,8.92,-67.43,73.89,97,2,1.68,clear sky
497,Manggar,ID,-2.88,108.27,85.23,66,99,8.88,overcast clouds
498,Teguldet,RU,57.31,88.17,39.27,77,100,14.2,overcast clouds
499,Bushehr,IR,28.97,50.84,80.6,34,0,0.63,clear sky
500,Porto Novo,BJ,6.5,2.6,78.8,94,40,3.36,scattered clouds
501,Opuwo,NA,-18.06,13.84,74.39,26,72,6.08,broken clouds
502,Broome,US,42.25,-75.83,51.8,57,1,1.83,clear sky
503,Gaimersheim,DE,48.81,11.37,35.6,100,62,3.36,broken clouds
504,Sioux Lookout,CA,50.1,-91.92,59.0,72,75,10.29,broken clouds
505,Clinton,US,42.59,-82.92,57.2,100,1,6.55,clear sky
506,Coahuayana,MX,18.73,-103.68,73.67,84,12,3.2,few clouds
507,Strezhevoy,RU,60.73,77.59,32.0,98,75,8.95,broken clouds
508,Svobodnyy,RU,51.4,128.13,13.42,86,0,8.79,clear sky
509,Ballina,AU,-28.87,153.57,71.6,60,75,17.22,broken clouds
510,Madang,PG,-5.22,145.8,85.06,67,91,8.19,overcast clouds
511,Ludvika,SE,60.15,15.19,39.99,93,78,5.82,broken clouds
512,Iberia,US,29.95,-91.75,80.6,65,75,6.93,broken clouds
513,Nizhneudinsk,RU,54.91,99.03,45.79,66,52,4.05,broken clouds
514,Voh,NC,-20.97,164.7,75.43,68,14,15.55,few clouds
515,Saint-Francois,FR,46.42,3.91,42.8,100,20,1.12,fog
516,Whitehorse,CA,60.72,-135.05,32.0,94,75,17.22,broken clouds
517,Dingle,PH,11.0,122.67,85.48,76,85,4.85,overcast clouds
518,Maur,IN,30.08,75.25,84.74,14,0,4.18,clear sky
519,Channel-Port Aux Basques,CA,47.57,-59.14,36.19,80,58,9.08,broken clouds
520,Vung Tau,VN,10.35,107.08,84.2,68,81,5.46,broken clouds
521,Canico,PT,32.63,-16.85,64.4,63,20,10.29,few clouds
522,La Cruz,MX,23.92,-106.9,75.0,87,0,3.98,clear sky
523,Concepcion Del Uruguay,AR,-32.48,-58.24,66.99,65,100,3.0,moderate rain
524,Tucuman,AR,-26.82,-65.22,64.4,77,32,5.82,smoke
525,Shitkino,RU,56.37,98.35,41.16,78,95,2.68,overcast clouds
526,Sundarnagar,IN,31.53,76.88,77.41,17,0,6.42,clear sky
527,Uvalde,US,29.37,-99.77,69.01,77,1,8.05,clear sky
528,Nokaneng,BW,-19.67,22.27,83.25,40,55,10.65,broken clouds
529,Itarantim,BR,-15.66,-40.07,66.09,97,22,0.83,few clouds
530,Gigmoto,PH,13.78,124.39,85.01,74,100,8.08,overcast clouds
531,Weligama,LK,5.97,80.42,85.41,64,10,3.67,clear sky
532,Redmond,US,47.67,-122.12,37.99,89,0,1.07,clear sky
533,Puerto Penasco,MX,31.32,-113.53,64.0,58,0,5.99,clear sky
534,Praia,CV,14.92,-23.51,77.0,78,0,17.22,clear sky
535,Russell,US,32.35,-85.2,69.8,83,40,8.05,scattered clouds
536,Atmakur,IN,15.88,78.58,82.51,35,0,4.0,clear sky
537,Calama,CL,-22.47,-68.93,44.6,24,0,13.87,clear sky
538,Bramming,DK,55.47,8.7,46.4,93,7,6.93,clear sky
539,Murray Bridge,AU,-35.12,139.27,91.99,22,85,5.01,overcast clouds
540,Inuvik,CA,68.35,-133.72,21.2,92,100,8.05,overcast clouds
541,Bairiki,KI,1.33,172.98,84.2,66,40,5.82,scattered clouds
542,Verkhoyansk,RU,67.54,133.38,-27.36,82,0,1.79,clear sky
543,Kabo,CF,7.7,18.63,75.81,56,82,3.04,broken clouds
544,Itaituba,BR,-4.28,-55.98,74.95,94,99,1.5,overcast clouds
545,Sabang,ID,5.89,95.32,81.75,74,100,4.5,overcast clouds
546,Nago,JP,26.59,127.98,73.4,60,75,9.17,broken clouds
547,Shizilu,CN,35.17,118.83,61.18,29,83,5.73,broken clouds
548,Fortuna,US,40.6,-124.16,41.0,71,1,4.7,clear sky
549,Paamiut,GL,61.99,-49.67,20.98,91,100,40.29,overcast clouds
550,Sorland,NO,67.67,12.69,41.0,65,75,21.92,broken clouds
551,Nicosia,CY,35.17,33.37,62.6,72,75,8.05,broken clouds
552,Ulaangom,MN,49.98,92.07,35.22,80,60,2.44,broken clouds
553,Chenzhou,CN,25.8,113.03,72.28,28,0,7.16,clear sky
554,Nantucket,US,41.28,-70.1,50.0,93,1,4.7,mist
555,Labuan,MY,5.28,115.24,87.8,74,40,8.05,scattered clouds
556,Adana,TR,36.98,35.29,59.0,58,0,3.36,clear sky
557,Nalut,LY,30.33,10.85,51.85,69,0,2.86,clear sky
558,Bayji,IQ,34.93,43.49,74.68,45,42,10.29,scattered clouds
559,Troitsko-Pechorsk,RU,62.71,56.2,29.93,95,97,11.05,overcast clouds
560,Pachino,IT,36.72,15.09,55.99,84,7,8.28,clear sky
561,Manicore,BR,-5.81,-61.3,73.99,98,100,2.08,overcast clouds
562,Emmett,US,43.87,-116.5,30.99,93,99,3.71,overcast clouds
563,Araouane,ML,18.9,-3.53,75.11,20,0,9.01,clear sky
564,Snezhnogorsk,RU,69.19,33.25,28.4,92,75,2.24,broken clouds
565,Verkhniye Sergi,RU,56.65,59.56,30.27,97,100,14.65,overcast clouds
566,Korla,CN,41.76,86.15,53.42,34,38,7.7,scattered clouds
567,Orocue,CO,4.79,-71.34,74.95,90,70,1.21,light rain
568,Talara,PE,-4.58,-81.27,63.7,84,47,13.73,scattered clouds
569,Tura,IN,25.52,90.22,81.61,49,0,2.13,clear sky
570,Marsa Matruh,EG,31.35,27.25,66.2,77,40,2.37,scattered clouds
571,Asyut,EG,27.18,31.18,59.0,77,0,4.7,clear sky
572,Jumla,NP,29.27,82.18,64.98,27,0,5.55,clear sky
573,Batagay,RU,67.63,134.63,-26.99,82,3,3.0,clear sky
574,Yarkovo,RU,57.4,67.08,32.88,96,99,13.98,overcast clouds
575,Lasa,IT,46.62,10.7,35.6,53,5,5.82,clear sky
576,Kiunga,PG,-6.12,141.29,82.87,85,93,6.08,moderate rain
577,Nacajuca,MX,18.13,-93.02,71.78,88,32,0.65,scattered clouds
578,Faya,SA,18.39,42.45,66.2,39,0,4.47,clear sky
579,Yambio,SS,4.57,28.4,73.22,82,91,4.14,overcast clouds
580,Monaco-Ville,FR,43.73,7.42,55.99,82,0,8.05,clear sky
581,Sitka,US,57.05,-135.33,46.4,75,90,24.16,moderate rain
582,Suining,CN,30.51,105.57,73.47,47,5,4.74,clear sky
583,Blagoyevo,RU,63.37,47.92,33.39,92,98,7.76,overcast clouds
584,Batagay-Alyta,RU,67.8,130.41,-16.74,84,0,2.51,clear sky
585,Lakatoro,VU,-16.1,167.42,78.8,94,90,8.05,overcast clouds
586,Ilulissat,GL,69.22,-51.1,14.0,61,86,4.7,overcast clouds
587,Akyab,MM,20.15,92.9,86.63,56,0,1.66,clear sky
588,Shelburne,CA,44.08,-80.2,53.6,93,1,8.55,clear sky
589,Suez,EG,29.97,32.53,72.73,49,1,9.64,clear sky
590,Lubango,AO,-14.92,13.49,71.08,30,39,6.69,scattered clouds
591,Rio Grande,BR,-32.03,-52.1,64.06,85,99,11.92,overcast clouds
592,Saint-Paul,RE,-21.01,55.27,82.4,61,0,23.04,clear sky
593,Biak,ID,-0.91,122.88,85.05,57,46,10.71,scattered clouds
594,Port Macquarie,AU,-31.43,152.92,70.0,46,13,11.41,few clouds
595,Yagodnoye,RU,62.55,149.67,-1.37,90,99,3.24,overcast clouds
596,Mount Gambier,AU,-37.83,140.77,84.2,23,100,10.29,overcast clouds
597,Kasongo-Lunda,CD,-6.47,16.82,73.4,91,100,1.28,overcast clouds
598,Kuruman,ZA,-27.45,23.43,66.99,44,100,14.54,overcast clouds
599,Koulikoro,ML,14.0,-7.75,68.81,27,0,6.15,clear sky
600,Asmar,AF,35.03,71.36,72.36,20,92,3.09,overcast clouds
601,Nouakchott,MR,18.09,-15.98,81.55,36,11,7.87,few clouds
602,Ambilobe,MG,-13.2,49.05,91.71,33,100,7.85,overcast clouds
603,Erie,US,42.77,-78.67,50.0,71,1,5.82,clear sky
604,Beisfjord,NO,68.38,17.6,39.2,69,75,28.86,shower rain
605,Belawan,ID,3.78,98.68,82.4,83,75,5.82,light rain
606,Lindsay,US,36.2,-119.09,39.99,93,1,5.82,clear sky
607,Pemangkat,ID,1.17,108.97,83.5,72,98,9.64,overcast clouds
608,Micheweni,TZ,-4.97,39.83,81.21,78,88,4.68,moderate rain
609,Kupang,ID,-10.17,123.58,95.0,41,20,18.34,few clouds
610,Wum,CM,6.38,10.07,63.86,72,0,2.39,clear sky
611,Oistins,BB,13.07,-59.53,80.6,83,40,12.75,shower rain
612,Naberera,TZ,-4.2,36.93,68.52,69,65,7.54,broken clouds
613,Brae,GB,60.4,-1.35,51.8,93,100,11.41,overcast clouds
614,Lagos,NG,6.58,3.75,76.05,91,63,2.3,broken clouds
615,Deggendorf,DE,48.83,12.97,33.01,89,21,2.13,few clouds
616,Antakya,TR,36.21,36.16,53.6,76,0,3.36,clear sky
617,Crnomelj,SI,45.57,15.19,39.2,93,90,0.65,fog
618,Megion,RU,61.03,76.11,32.0,97,75,8.95,broken clouds
619,Najran,SA,17.49,44.13,69.8,32,0,2.24,clear sky
620,Rocha,UY,-34.48,-54.33,53.89,94,60,3.42,broken clouds
621,Weihe,CN,33.0,105.32,56.91,62,62,4.81,broken clouds
622,Bengkulu,ID,-3.8,102.27,79.84,79,98,5.17,overcast clouds
623,Pundaguitan,PH,6.37,126.17,83.43,74,96,8.41,overcast clouds
624,Launceston,AU,-41.45,147.17,68.0,45,5,16.11,clear sky
625,Bazarnyye Mataki,RU,54.88,49.93,33.26,90,85,15.32,overcast clouds
626,Gap,FR,44.67,6.0,42.01,89,17,3.15,few clouds
627,Verkh-Chebula,RU,56.03,87.62,39.78,76,87,20.38,overcast clouds
628,Poronaysk,RU,49.22,143.12,28.11,85,67,11.14,broken clouds
629,Kattivakkam,IN,13.22,80.32,86.0,55,75,11.41,broken clouds
630,Blackwater,AU,-23.58,148.88,79.61,41,92,15.77,overcast clouds
631,Aswan,EG,24.09,32.91,71.85,37,0,6.06,clear sky
632,Goure,NE,13.98,10.27,71.01,36,71,10.0,broken clouds
633,Iskateley,RU,67.68,53.15,27.57,98,98,7.9,overcast clouds
634,Radomsko,PL,51.07,19.44,43.0,10,4,55.99,clear sky
635,Cartagena Del Chaira,CO,1.33,-74.84,71.19,97,80,2.06,moderate rain
636,Alofi,NU,-19.06,-169.92,75.2,88,75,9.17,broken clouds
637,Hobyo,SO,5.35,48.53,83.26,74,60,17.11,light rain
638,Hoima,UG,1.44,31.34,67.89,88,89,1.23,overcast clouds
639,Mbarara,UG,-0.61,30.65,66.04,89,76,0.38,broken clouds
640,Ust-Maya,RU,60.42,134.53,-7.26,89,94,0.76,overcast clouds
641,Moroni,KM,-11.7,43.26,81.88,69,50,4.32,scattered clouds
642,Nueva Loja,EC,0.08,-76.88,71.74,91,58,2.21,broken clouds
643,Nata,PA,8.33,-80.52,70.0,87,76,6.46,broken clouds
644,Hovd,MN,48.01,91.64,39.7,62,36,3.78,scattered clouds
645,Bunia,CD,1.57,30.25,68.59,90,83,4.34,broken clouds
646,Carballo,ES,43.21,-8.69,55.4,93,20,3.36,few clouds
647,Kapuskasing,CA,49.42,-82.43,50.0,93,16,11.41,few clouds
648,Bristol,US,41.83,-71.17,46.4,86,1,3.67,fog
649,Arlit,NE,18.74,7.39,66.33,34,0,7.31,clear sky
650,Richards Bay,ZA,-28.78,32.04,74.93,80,85,9.42,overcast clouds
651,Mudgal,IN,16.02,76.43,78.1,38,0,7.23,clear sky
652,Shenjiamen,CN,29.96,122.3,60.89,62,16,14.99,few clouds
653,Rovaniemi,FI,66.5,25.72,30.2,86,0,10.29,clear sky
654,Tabuk,PH,17.42,121.44,80.28,83,100,9.46,moderate rain
655,Beringovskiy,RU,63.05,179.32,21.67,96,71,12.3,broken clouds
656,Las Choapas,MX,17.93,-94.08,70.09,89,34,2.24,scattered clouds
657,Toamasina,MG,-18.17,49.38,78.8,74,75,6.93,broken clouds
658,Suhbaatar,MN,50.23,106.21,39.09,69,0,7.23,clear sky
659,Nador,MA,35.17,-2.93,57.2,93,40,5.82,scattered clouds
660,Westport,US,41.14,-73.36,48.2,87,1,2.17,clear sky
661,Olafsvik,IS,64.89,-23.71,43.02,76,100,19.42,overcast clouds
662,Bolnisi,GE,41.45,44.54,48.2,81,75,4.7,broken clouds
663,Mangrol,IN,21.12,70.12,85.8,34,0,3.69,clear sky
664,Bhadra,IN,29.12,75.17,84.06,14,0,4.85,clear sky
665,Port Hardy,CA,50.7,-127.42,44.6,68,90,2.24,overcast clouds
666,Almaznyy,RU,48.04,40.05,46.4,93,75,6.71,mist
667,San Juan,AR,-31.54,-68.54,68.7,58,87,4.03,overcast clouds
668,Inirida,CO,3.87,-67.92,73.76,92,66,1.86,broken clouds
669,Vestmanna,FO,62.16,-7.17,48.2,100,100,6.93,light rain
670,Arroyo,ES,41.61,-4.8,48.0,100,75,2.24,mist
671,Mpanda,TZ,-6.37,31.04,76.82,55,62,8.21,broken clouds
672,Ikwiriri,TZ,-7.96,38.97,84.29,64,20,4.09,few clouds
673,Ibra,OM,22.69,58.53,84.45,38,0,5.73,clear sky
674,Kondinskoye,RU,59.65,67.41,30.45,98,99,7.96,overcast clouds
675,Dumas,US,35.87,-101.97,63.0,67,1,19.46,clear sky
676,Khani,GE,41.96,42.96,48.2,81,0,2.24,clear sky
677,Taian,CN,36.19,117.12,66.0,20,55,1.01,light rain
678,Tupelo,US,34.26,-88.7,69.8,77,90,4.7,overcast clouds
679,Maningrida,AU,-12.07,134.27,90.25,58,68,14.74,broken clouds
680,Ponta Delgada,PT,37.73,-25.67,60.8,72,75,4.7,broken clouds
681,Gubkinskiy,RU,64.43,76.5,21.63,98,100,10.65,light snow
682,Mackay,AU,-21.15,149.2,75.2,73,75,19.46,broken clouds
683,Eureka,US,40.8,-124.16,39.99,78,0,7.18,clear sky
684,Baruun-Urt,MN,46.68,113.28,42.66,58,0,9.51,clear sky
685,Khambhaliya,IN,22.21,69.67,87.6,22,0,7.36,clear sky
686,Ekuvukeni,ZA,-28.47,30.16,77.99,60,91,1.92,overcast clouds
687,Owensboro,US,37.77,-87.11,64.4,72,1,6.93,clear sky
688,Zaraza,VE,9.35,-65.32,73.35,96,44,2.57,light rain
689,Rudbar,AF,30.15,62.6,65.34,36,18,10.25,few clouds
690,Serendah,MY,3.36,101.6,91.0,66,20,4.7,few clouds
691,Dhidhdhoo,MV,6.88,73.1,84.7,72,69,10.69,light rain
692,Portland,US,45.52,-122.68,37.4,86,1,3.36,clear sky
693,Pacific Grove,US,36.62,-121.92,42.8,75,1,11.36,clear sky
694,Voyvozh,RU,62.89,54.96,28.24,97,100,10.83,overcast clouds
695,Qidong,CN,31.81,121.66,66.0,48,0,10.45,light rain
696,Udachnyy,RU,66.42,112.4,3.2,91,90,8.95,light shower snow
697,Atar,MR,20.52,-13.05,79.99,18,99,7.18,overcast clouds
698,Sibolga,ID,1.74,98.78,84.47,69,91,4.25,light rain
699,Kushmurun,KZ,52.45,64.63,42.08,65,90,18.57,overcast clouds
700,Tari,NG,12.41,4.49,70.41,27,16,8.9,few clouds
701,Groningen,NL,53.25,6.75,43.0,93,81,3.36,broken clouds
702,Shimoda,JP,34.67,138.95,64.4,42,20,11.41,few clouds
703,Ano Mera,GR,37.45,25.4,64.0,82,3,19.46,clear sky
704,Kulu,TR,39.1,33.08,46.6,68,0,5.91,clear sky
705,Xiaoweizhai,CN,26.19,107.51,65.37,39,0,7.18,clear sky
706,Olean,US,42.08,-78.43,51.8,53,1,2.77,clear sky
